iter	Logloss
309	0.5044597846
310	0.5044201387
311	0.5043662806
312	0.5043292221
313	0.5042952282
314	0.5042627876
315	0.5042247337
316	0.5041797479
317	0.5041379451
318	0.5040686615
319	0.503997345
320	0.5039417618
321	0.503901418
322	0.50387187
323	0.5038240381
324	0.5038007443
325	0.5037568236
326	0.5037227873
327	0.503681006
328	0.5036385619
329	0.5036023229
330	0.5035697166
331	0.5035332115
332	0.5035059698
333	0.5034749614
334	0.5034488386
335	0.5033981866
336	0.5033369706
337	0.5032905229
338	0.5032672671
339	0.503221805
340	0.5031905069
341	0.5031524523
342	0.5031139751
343	0.5030866389
344	0.5030638959
345	0.5030184759
346	0.5029910096
347	0.5029696795
348	0.5029370734
349	0.5029079681
350	0.5028842185
351	0.5028426921
352	0.502817171
353	0.5027899413
354	0.5027411786
355	0.5027036072
356	0.5026741203
357	0.5026409981
358	0.5026009807
359	0.5025426032
360	0.5025133433
361	0.5024820983
362	0.5024546235
363	0.5024211457
364	0.5023706671
365	0.5023418922
366	0.502307508
367	0.5022848416
368	0.5022198725
369	0.5021791955
370	0.5021444071
371	0.5021151467
372	0.5020855422
373	0.5020433571
374	0.5020164506
375	0.5019769006
376	0.5019414239
377	0.5019076831
378	0.5018819591
379	0.501862472
380	0.5018251136
381	0.5017979696
382	0.5017644254
383	0.5017378912
384	0.5016934009
385	0.5016549641
386	0.5016344787
387	0.5016120386
388	0.5015887792
389	0.501567809
390	0.5015410383
391	0.5015178015
392	0.5014739547
393	0.5014554095
394	0.5014212322
395	0.5013988427
396	0.5013601161
397	0.5013278623
398	0.5012929574
399	0.501261242
400	0.5012168175
401	0.5011875256
402	0.5011707574
403	0.5011397477
404	0.5011157447
405	0.5010736489
406	0.5010350689
407	0.5010041197
408	0.5009834551
409	0.5009432582
410	0.5009258623
411	0.5008943026
412	0.5008401378
413	0.5008225331
414	0.5007972045
415	0.5007816674
416	0.5007596141
417	0.5007291814
418	0.500696883
419	0.5006709706
420	0.5006395386
421	0.5006021801
422	0.5005891266
423	0.500548162
424	0.5005111342
425	0.5004665362
426	0.500437215
427	0.5004195079
428	0.5003900099
429	0.5003610906
430	0.500339824
431	0.5003202679
432	0.5002860011
433	0.5002492294
434	0.5002232647
435	0.5002078152
436	0.5001810643
437	0.5001556707
438	0.5001152657
439	0.5000955249
440	0.5000599832
441	0.5000263577
442	0.5000005283
443	0.4999776181
444	0.4999522733
445	0.4999246988
446	0.4998988092
447	0.499881907
448	0.4998585872
449	0.4998374404
450	0.4998171937
451	0.4997982483
452	0.4997737879
453	0.4997586537
454	0.4997250736
455	0.4996966935
456	0.4996586413
457	0.4996244585
458	0.4995943761
459	0.4995741781
460	0.4995371067
461	0.4995076753
462	0.4994709254
463	0.4994401682
464	0.4994125224
465	0.4993812184
466	0.4993622295
467	0.4993344899
468	0.499313288
469	0.4992982385
470	0.4992756841
471	0.4992455451
472	0.4992266409
473	0.4992163982
474	0.4991903808
475	0.4991670447
476	0.4991373217
477	0.499120921
478	0.4990998149
479	0.4990708614
480	0.4990350979
481	0.4990112996
482	0.4989812063
483	0.498967401
484	0.4989455214
485	0.4989167203
486	0.4988737547
487	0.4988624875
488	0.4988450314
489	0.4988176811
490	0.4987978936
491	0.4987847861
492	0.4987691492
493	0.4987453721
494	0.4987188533
495	0.4986896498
496	0.4986641553
497	0.4986438695
498	0.4986174534
499	0.4985938153
500	0.4985721948
501	0.4985543897
502	0.4985345484
503	0.4985111639
504	0.498490132
505	0.4984619604
506	0.4984251314
507	0.4983895104
508	0.498373127
509	0.49835062
510	0.4983203322
511	0.4982989348
512	0.4982773214
513	0.4982538912
514	0.4982195554
515	0.4982038041
516	0.498183518
517	0.4981568304
518	0.4981390147
519	0.4981154394
520	0.4980890129
521	0.4980658035
522	0.4980389839
523	0.4980153625
524	0.4979869385
525	0.4979643106
526	0.4979369216
527	0.4979158587
528	0.4978949168
529	0.4978789861
530	0.4978566196
531	0.4978339574
532	0.4978143382
533	0.4978032748
534	0.4977812657
535	0.4977542677
536	0.4977391039
537	0.4977265342
538	0.4977084092
539	0.4976808899
540	0.4976674306
541	0.4976447655
542	0.4976160605
543	0.4976022997
544	0.497580358
545	0.4975608826
546	0.4975384178
547	0.497516015
548	0.4974958019
549	0.4974782293
550	0.4974613009
551	0.4974478017
552	0.4974256388
553	0.4974082745
554	0.4973901827
555	0.4973692652
556	0.4973535102
557	0.4973330375
558	0.4973173006
559	0.4973021309
560	0.4972756027
561	0.4972636755
562	0.4972451208
563	0.4972285221
564	0.4972165513
565	0.4971914251
566	0.4971719476
567	0.4971458347
568	0.4971250808
569	0.4971117078
570	0.4970946316
571	0.497072808
572	0.4970595497
573	0.4970435608
574	0.49702553
575	0.4970083126
576	0.4969942878
577	0.4969829082
578	0.4969583662
579	0.4969464597
580	0.496930336
581	0.4969122156
582	0.4968886744
583	0.496870216
584	0.4968542331
585	0.4968332756
586	0.4968133262
587	0.4967968736
588	0.4967742557
589	0.496756858
590	0.4967452423
591	0.4967262373
592	0.4967034263
593	0.4966856
594	0.4966630841
595	0.4966444812
596	0.496628556
597	0.4966081936
598	0.4965922204
599	0.4965766805
600	0.4965567341
601	0.4965406406
602	0.4965282043
603	0.4965164686
604	0.4965023996
605	0.496489472
606	0.4964632199
607	0.4964482549
608	0.4964171138
609	0.4964038761
610	0.4963920288
611	0.4963847346
612	0.4963638166
613	0.4963441032
614	0.4963261241
615	0.4963159394
616	0.4962939088
617	0.4962687699
618	0.4962526697
619	0.496235408
620	0.4962261765
621	0.4962103286
622	0.4961865768
623	0.4961758271
624	0.4961583287
625	0.4961422974
626	0.4961283818
627	0.496108589
628	0.4960934962
629	0.4960727903
630	0.4960526467
631	0.4960406206
632	0.4960227769
633	0.4960041371
634	0.4959897349
635	0.4959675702
636	0.495957821
637	0.495948442
638	0.4959257384
639	0.4959125064
640	0.4959034542
641	0.4958899253
642	0.4958761586
643	0.4958624816
644	0.4958452973
645	0.4958344593
646	0.4958184218
647	0.4958032116
648	0.4957914341
649	0.4957737939
650	0.4957585231
651	0.495750179
652	0.4957402167
653	0.4957291022
654	0.49571699
655	0.4957030201
656	0.4956906763
657	0.4956747964
658	0.4956601143
659	0.4956436784
660	0.4956335872
661	0.4956088351
662	0.4955932043
663	0.4955791021
664	0.4955683996
665	0.4955477134
666	0.4955296411
667	0.495518141
668	0.4954995303
669	0.4954870376
670	0.4954737004
671	0.4954632096
672	0.4954518747
673	0.4954275979
674	0.4954181896
675	0.4954018449
676	0.4953903382
677	0.4953807576
678	0.4953707767
679	0.4953589491
680	0.495342167
681	0.4953256498
682	0.4953110651
683	0.4952951991
684	0.4952786935
685	0.4952714971
686	0.4952583501
687	0.4952418515
688	0.4952289224
689	0.4952196619
690	0.4952088256
691	0.495196125
692	0.4951869161
693	0.4951745931
694	0.4951614676
695	0.4951488828
696	0.4951335741
697	0.4951168204
698	0.4951060235
699	0.4950886479
700	0.4950772288
701	0.4950634744
702	0.4950516667
703	0.4950404467
704	0.4950261481
705	0.4950123665
706	0.4950036829
707	0.4949960635
708	0.4949864955
709	0.4949727584
710	0.494959893
711	0.4949445785
712	0.4949361054
713	0.4949218763
714	0.4949060084
715	0.494890835
716	0.4948722756
717	0.49486027
718	0.4948485955
719	0.4948358933
720	0.4948260401
721	0.4948155381
722	0.4948030695
723	0.4947932892
724	0.494775433
725	0.4947545994
726	0.4947401302
727	0.4947298204
728	0.4947200452
729	0.4947108007
730	0.4946966207
731	0.4946881392
732	0.49468059
733	0.4946738624
734	0.4946606281
735	0.4946473953
736	0.4946316232
737	0.4946215389
738	0.4946092984
739	0.4946016022
740	0.4945877142
741	0.4945770752
742	0.4945656769
743	0.4945573782
744	0.4945458016
745	0.4945382395
746	0.494527367
747	0.4945149266
748	0.4945055422
749	0.4944878403
750	0.4944798885
751	0.4944709347
752	0.4944595335
753	0.4944469825
754	0.4944375585
755	0.4944286746
756	0.4944184488
757	0.494400428
758	0.4943920172
759	0.4943857552
760	0.494372635
761	0.494357362
762	0.4943516123
763	0.4943363682
764	0.4943239597
765	0.4943120874
766	0.4942999388
767	0.4942903379
768	0.4942835321
769	0.494275769
770	0.494263869
771	0.4942482157
772	0.4942421225
773	0.494228295
774	0.4942206425
775	0.4942089457
776	0.494195084
777	0.4941849872
778	0.4941743463
779	0.4941609678
780	0.4941508658
781	0.4941452827
782	0.4941270703
783	0.4941125935
784	0.4941041688
785	0.4940937678
786	0.4940742334
787	0.4940635916
788	0.4940586033
789	0.494045135
790	0.4940356646
791	0.4940248422
792	0.4940158483
793	0.4940067939
794	0.4939926006
795	0.4939795129
796	0.4939691333
797	0.4939597421
798	0.4939519602
799	0.493944105
800	0.493937937
801	0.4939310542
802	0.4939227304
803	0.4939101043
804	0.4938972133
805	0.493888653
806	0.4938798531
807	0.4938711907
808	0.4938595443
809	0.4938509431
810	0.4938419695
811	0.493832761
812	0.4938206462
813	0.4938087318
814	0.4937924291
815	0.4937831676
816	0.493772628
817	0.4937653612
818	0.4937578847
819	0.4937516429
820	0.4937418216
821	0.4937293795
822	0.4937222996
823	0.4937146835
824	0.4937053134
825	0.4936889018
826	0.4936774797
827	0.4936653694
828	0.4936550705
829	0.4936418684
830	0.4936253371
831	0.4936151508
832	0.4936039247
833	0.4935934339
834	0.4935845359
835	0.4935763197
836	0.4935631692
837	0.4935526432
838	0.4935342467
839	0.4935236975
840	0.4935161386
841	0.4935082461
842	0.4935014468
843	0.4934917171
844	0.4934841141
845	0.4934759152
846	0.4934659036
847	0.493456743
848	0.4934443621
849	0.4934335872
850	0.493427414
851	0.4934185765
852	0.4934090933
853	0.4934008789
854	0.4933931671
855	0.4933845247
856	0.4933757112
857	0.4933635396
858	0.4933532516
859	0.493341509
860	0.4933300643
861	0.4933241298
862	0.4933172959
863	0.4933096187
864	0.4932953913
865	0.4932897467
866	0.4932787646
867	0.4932676667
868	0.4932605484
869	0.4932545918
870	0.4932494891
871	0.4932433776
872	0.4932342276
873	0.4932262697
874	0.4932177621
875	0.4932113658
876	0.4932039553
877	0.4931907517
878	0.4931823265
879	0.4931716939
880	0.4931638369
881	0.493157271
882	0.4931445755
883	0.4931373681
884	0.4931227282
885	0.4931157826
886	0.4931072505
887	0.4931011263
888	0.4930950031
889	0.4930839531
890	0.4930715875
891	0.493062202
892	0.4930563274
893	0.4930489189
894	0.4930413977
895	0.4930256272
896	0.493018727
897	0.4930086258
898	0.4929988695
899	0.4929883198
900	0.4929835246
901	0.4929741682
902	0.4929638114
903	0.4929550485
904	0.4929449484
905	0.4929364344
906	0.4929275612
907	0.4929208699
908	0.4929089501
909	0.4929001994
910	0.4928942147
911	0.4928858132
912	0.4928793984
913	0.4928703639
914	0.4928633604
915	0.4928580126
916	0.4928486518
917	0.4928385264
918	0.4928241723
919	0.4928159497
920	0.4928069062
921	0.4927981478
922	0.4927911274
923	0.492784848
924	0.4927766072
925	0.4927664352
926	0.4927594605
927	0.4927515115
928	0.4927425223
929	0.4927378338
930	0.4927268915
931	0.49271638
932	0.492708628
933	0.4927039162
934	0.4926971033
935	0.4926834287
936	0.4926774708
937	0.4926682538
938	0.492660515
939	0.4926486446
940	0.4926436974
941	0.4926343982
942	0.492626836
943	0.4926189179
944	0.4926058894
945	0.4925981482
946	0.4925902486
947	0.4925811351
948	0.4925754177
949	0.492565168
950	0.4925578
951	0.4925482211
952	0.4925399855
953	0.4925335689
954	0.492522074
955	0.4925108258
956	0.4925051915
957	0.4924959678
958	0.4924848258
959	0.492473821
960	0.4924671495
961	0.4924585616
962	0.4924480287
963	0.4924406049
964	0.492434491
965	0.4924240944
966	0.4924184118
967	0.4924092888
968	0.4923983044
969	0.4923879272
970	0.492380568
971	0.4923749645
972	0.4923646554
973	0.492357671
974	0.492347577
975	0.4923436663
976	0.4923329418
977	0.4923262305
978	0.4923211581
979	0.492315371
980	0.4923034367
981	0.492295864
982	0.4922870063
983	0.4922760215
984	0.4922682981
985	0.4922595523
986	0.4922538973
987	0.4922471624
988	0.4922377353
989	0.4922253274
990	0.4922164902
991	0.4922111584
992	0.4922067391
993	0.4921918425
994	0.4921825134
995	0.4921767411
996	0.4921666845
997	0.4921622813
998	0.4921538801
999	0.4921468053
1000	0.4921379359
1001	0.492133026
1002	0.4921255568
1003	0.492113045
1004	0.492102314
1005	0.4920944258
1006	0.4920859207
1007	0.4920786351
1008	0.4920681566
1009	0.4920595499
1010	0.492052339
1011	0.4920438329
1012	0.4920361636
1013	0.4920294841
1014	0.4920209468
1015	0.4920086671
1016	0.491998931
1017	0.49199223
1018	0.4919837944
1019	0.4919765392
1020	0.4919710843
1021	0.4919651258
1022	0.4919588474
1023	0.4919526232
1024	0.4919461367
1025	0.491936556
1026	0.4919250409
1027	0.4919200612
1028	0.4919109017
1029	0.4919065474
1030	0.4919001846
1031	0.4918880822
1032	0.4918806012
1033	0.4918678871
1034	0.4918603976
1035	0.4918512908
1036	0.4918471998
1037	0.4918375697
1038	0.4918306715
1039	0.4918259258
1040	0.4918161391
1041	0.4918032243
1042	0.4917951593
1043	0.4917867111
1044	0.4917781732
1045	0.4917688459
1046	0.4917622953
1047	0.4917533994
1048	0.4917483813
1049	0.4917424449
1050	0.491735915
1051	0.4917297091
1052	0.4917217325
1053	0.4917137324
1054	0.491707106
1055	0.4916973059
1056	0.4916876301
1057	0.4916812244
1058	0.4916729531
1059	0.4916636115
1060	0.4916549342
1061	0.4916483203
1062	0.4916374973
1063	0.4916311397
1064	0.4916243263
1065	0.4916153715
1066	0.4916095589
1067	0.4916026169
1068	0.4915959486
1069	0.4915917434
1070	0.4915848194
1071	0.4915768357
1072	0.4915715232
1073	0.4915671253
1074	0.4915572725
1075	0.49155163
1076	0.4915453481
1077	0.491537904
1078	0.4915297603
1079	0.4915237319
1080	0.4915151099
1081	0.4915055015
1082	0.4914984172
1083	0.4914932204
1084	0.4914858155
1085	0.4914803776
1086	0.4914682011
1087	0.4914606951
1088	0.4914548441
1089	0.4914501862
1090	0.4914413847
1091	0.4914334147
1092	0.4914267096
1093	0.4914177307
1094	0.4914110917
1095	0.4914060826
1096	0.4913980104
1097	0.4913917913
1098	0.4913861944
1099	0.491380832
1100	0.4913752074
1101	0.4913647876
1102	0.4913567241
1103	0.4913510905
1104	0.4913436393
1105	0.4913393422
1106	0.4913327066
1107	0.4913204626
1108	0.4913113128
1109	0.4913051579
1110	0.4912981257
1111	0.491291756
1112	0.4912848721
1113	0.4912772116
1114	0.4912725247
1115	0.4912663857
1116	0.4912613726
1117	0.4912573663
1118	0.4912510897
1119	0.4912411205
1120	0.4912353542
1121	0.4912292305
1122	0.4912208054
1123	0.4912120101
1124	0.4912064345
1125	0.4911994117
1126	0.4911914035
1127	0.4911842128
1128	0.4911776952
1129	0.4911720836
1130	0.4911656538
1131	0.491160359
1132	0.4911553796
1133	0.4911420609
1134	0.4911351048
1135	0.4911282848
1136	0.4911218715
1137	0.4911174189
1138	0.4911112395
1139	0.4911053428
1140	0.4910994924
1141	0.4910936327
1142	0.4910851479
1143	0.4910793634
1144	0.4910717207
1145	0.4910650683
1146	0.4910576482
1147	0.4910469471
1148	0.4910409556
1149	0.4910287972
1150	0.4910238024
1151	0.4910160887
1152	0.4910090867
1153	0.4910025905
1154	0.4909951735
1155	0.4909883014
1156	0.4909780364
1157	0.490972722
1158	0.4909663599
1159	0.4909609938
1160	0.49095224
1161	0.4909436717
1162	0.4909366984
1163	0.4909300307
1164	0.490923914
1165	0.4909180156
1166	0.4909142333
1167	0.4909074719
1168	0.4909019359
1169	0.4908977957
1170	0.4908915089
1171	0.4908841094
1172	0.4908764371
1173	0.4908724725
1174	0.4908668413
1175	0.4908601245
1176	0.490855482
1177	0.4908464495
1178	0.4908388901
1179	0.4908308796
1180	0.4908244893
1181	0.4908199382
1182	0.4908139383
1183	0.4908038341
1184	0.4907988728
1185	0.490793293
1186	0.4907855771
1187	0.4907777569
1188	0.4907723278
1189	0.4907659198
1190	0.4907613549
1191	0.4907561719
1192	0.4907483836
1193	0.4907413247
1194	0.4907353437
1195	0.4907298355
1196	0.4907217856
1197	0.4907147517
1198	0.4907097872
1199	0.4907043631
